i,5458.435
 ,5574.77
s,5815.585
t,5953.24
o,6369.095
l,6811.625
e,7177.445000000001
 ,7745.31
t,8289.055
h,8757.2
i,9287.09
s,9728.340000000002
Shift,10643.995
:,10802.85
 ,11535.775000000001
t,11975.31
h,12553.25
i,13017.275000000001
s,13402.220000000001
 ,14018.565
i,14540.560000000001
s,14996.945000000002
 ,15494.050000000001
a,16078.120000000003
 ,16748.160000000003
s,17304.645
i,17723.575
m,18179.505
p,18614.4
l,19144.120000000003
e,19589.97
 ,20090.745000000003
p,20759.235
a,21132.13
r,21608.935
a,21935.8
g,22373.970000000005
r,22748.15
a,23186.145000000004
p,23600.165
h,24067.13
 ,24562.805
t,25000.705
h,25377.395000000004
a,25764.4
t,26194.035000000003
 ,26570.4
i,27092.370000000003
s,27452.59
 ,27820.750000000004
m,28213.820000000003
e,28566.370000000003
a,29052.295000000002
n,29419.495000000003
t,29770.540000000005
 ,30117.33
t,30581.34
o,30918.665000000005
 ,31241.200000000004
b,31668.625000000004
e,31998.035
 ,32380.155000000002
n,32740.550000000007
i,33164.46000000001
c,33457.555
e,33883.33
 ,34265.060000000005
a,34694.840000000004
d,35134.855
n,35734.21000000001
 ,36315.235
e,36655.025
a,37070.19500000001
s,37511.405000000006
y,37922.215000000004
 ,38354.72
t,38771.65
o,39232.765
 ,39668.600000000006
t,40296.465000000004
y,40720.91500000001
p,41141.33
e,41642.9
 ,42104.545
w,43034.5
h,43495.705
i,43912.280000000006
c,44579.245
h,44968.34500000001
 ,45180.765
i,45516.615000000005
s,45790.285
 ,46346.715000000004
w,46707.86
h,47029.57000000001
y,47398.15
 ,47645.36
t,48009.00000000001
h,48364.665
e,48716.06500000001
r,48999.625
e,49277.335
 ,49700.01000000001
w,49966.32
i,50288.685
l,50621.58500000001
l,51051.880000000005
 ,51477.215000000004
b,51815.285
e,52079.135
 ,52489.08
m,52766.3
o,53071.310000000005
m,53382.725000000006
m,53651.41500000001
a,53970.58500000001
s,54337.135
 ,54813.82000000001
i,55148.645000000004
g,55392.26000000001
n,55684.065
o,55943.86000000001
r,56175.33500000001
e,56632.93
 ,56895.090000000004
t,57141.060000000005
h,57694.91000000001
a,57927.96500000001
t,58196.11000000001
 ,58485.090000000004
t,58755.94
y,59077.04
p,59504.22
o,59805.15
Shift,60651.700000000004
^,60757.43000000001
